URL,ID
https://www.facebook.com/allure/,24810773606
https://www.facebook.com/ForeignAffairs/,35640742015
https://www.facebook.com/TheAtlantic/,29259828486
https://www.facebook.com/FortuneMagazine/,56501027948
https://www.facebook.com/nationalreview/,15779440092
https://www.facebook.com/weeklystandard/,11643473298
https://www.facebook.com/newrepublic/,1.61419E+11
https://www.facebook.com/InStyle/,18938064984
https://www.facebook.com/smithsonianmagazine/,47619793252
https://www.facebook.com/SportsIllustrated/,14553116366
https://www.facebook.com/TheNationMagazine/,7629206115
https://www.facebook.com/News.Republic/,1.26696E+14
https://www.facebook.com/outsidemagazine/?ref=br_rs,12248980428
https://www.facebook.com/foreign.policy.magazine/,21218780346
https://www.facebook.com/ScientificAmerican/?ref=br_rs,22297920245
https://www.facebook.com/jacobinmag/?ref=br_rs,1.43021E+14
https://www.facebook.com/wmagazine/,40621875003
,
https://www.facebook.com/LastWeekTonight/,4.79043E+14
https://www.facebook.com/thedailyshow/,7976226799
https://www.facebook.com/LateNightSeth/,1.97311E+14
https://www.facebook.com/snl/,10714086302
https://www.facebook.com/colbertlateshow/,5.45775E+14
https://www.facebook.com/therachelmaddowshow/,25987609066
https://www.facebook.com/newshour/?ref=br_rs,6491828674
https://www.facebook.com/Channel4News/?ref=br_rs,6622931938
,
https://www.facebook.com/WhiteHouse/,1.19144E+15
